"","text","score"
"534","Nike Free Rn Blue Men Running Shoes Size 11 New! https://t.co/g3kpSd0MJ4 #fitspo #running https://t.co/BWSSW1BnEt",1
"536","#Store #Shoe- #Adidas #Yeezy #Boost 350 V2 Cream Mens Size 8.5 CP9366 w/ Receipt Kanye White… https://t.co/aNn7n4uv5Y",1
"538","<U+2660><U+2743> ROAMAN'S PLUS 12W  NEW SOLID BLUE LACE YOLK RAYON 3/4 SLEEVE TUNIC TOP Don't Delay https://t.co/d41LhwYNNk https://t.co/Mz29TXdHNs",1
"540","#Good #Deal #Nike Air Jordan 1 #Retro High OG Banned Bred Black Red 555088-001 Men's Size 17 #Shoes… https://t.co/nK28d8pbm3",1
"541","#Top #SmartWatch #AppleWatch #Sport 42mm Gold Aluminum Case *Watch Only* *LCD Image Burn* https://t.co/nTpOSuCsZQ… https://t.co/Rnllc4wTA3",1
"544","#Shoes #Deal: #Yeezy #Boost 350 V2/#Kanye #Adidas Men's Size 10.5 Brand New With Box and Receipt… https://t.co/HNLXyiSkj3",1
"545","#Shoe #Zone: #Adidas #Yeezy #Boost 350 V2 Cream White Size 10 100% Authentic https://t.co/iHouZLK8vd #Shoes https://t.co/AsaSbWpnbo",2
"546","#Nike #Yeezy: Nike Air Zoom Structure jordan retro 1 4 11 kaws yeezy boost https://t.co/gIZpnFnMQ0 https://t.co/2dW6M0oWLm",1
"549","Official Manchester United Metal Signs

https://t.co/6x6qo87pQd

RT's Appreciated and Welcomed

Run by Reds for Red… https://t.co/rbYEjpwicf",1
"554","<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><ed><U+00A0><U+00BD><ed><U+00B3><U+00A2><ed><U+00A0><U+00BD><ed><U+00B3><U+00A2>Sell! Sell! Sell! Super Special Sale!!!
Our Stock is limited!Only 100 pairs available! <U+231B><U+FE0F><U+231B><U+FE0F><U+231B><U+FE0F>
Pls Search ebay ID… https://t.co/YJNNxe9Qab",2
"555","RT @sisandbshop: <U+2600><U+FE0F>19.99!<U+2600><U+FE0F> #VictoriaSecret Bra Top #Dress #Halter #Yellow #Sundress #NWOT https://t.co/rKjzBlUdRN @eBay #VS #sexydress #be…",1
"557","RT @ModernShoppingZ: https://t.co/iBa3Yfnu2b #shoes New Supreme X Nike Air More Uptempo ""Suptempo"" Red Size 11 *DEADSTOCK*",1
"558","RT @Jimmie_Johnson1: <U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>#NASCAR #Motorsport #JimmieJohnson #48 LOWE'S DARLINGTON THROWBACK TEE SHIRT NEW W/TAG 2XL FREE #Deals #Bargains… ht…",1
"560","Check out VS VICTORIAS SECRET BRA UPLIFT NO WIRE 32 D RACERBACK Olive Green PADDED https://t.co/fNRtXr3j9r @eBay",1
"561","<U+2660><U+266A> ROAMAN'S PLUS 1X NEW GRAY/BLACK CAMO THERMAL CREW COTTON LONG SLEEVE T... Top offers https://t.co/FJHDtTooCI https://t.co/V527W7x6NS",1
"562","Every special occasion is important https://t.co/bqbGCPtWzR https://t.co/IrUcgYOVqG",1
"564","Check out rare pokemon collection solageo set hyper rare sercet gold rare steel energy +++  https://t.co/1S1F2KT3GE via @eBay",1
"572","Check out CYBER MARVEL ORIGINAL COMIC ART by Keyeske  https://t.co/I0UkL3ddXI via @eBay",1
"575","<U+2665><U+263E> ROAMAN'S PLUS 12W  NEW SOLID BLACK LACE YOLK NECK RAYON 3/4 SLEEVE TUN... Consider now https://t.co/Sc3a6QIiBh https://t.co/lZMjgVDfy1",1
"589","Check out Men's Banana Republic Sleeveless Sweater Vest Luxury Blend Size Large Baby Blue https://t.co/mtbjNHqZdN @eBay",1
"590","CHANEL 100% Authentic Large Vintage Shopping Calf Leather Tote Handbag Beautiful https://t.co/wNuoq5DWVU… https://t.co/DaRrB6tovo",2
"593","# Lauren Ralph Lauren 4715 Womens White Button-Down Top Shirt Petites 2P BHFO https://t.co/acUfyBJ6K5 https://t.co/aW8VLHma4o",1
"596","AOC - 67 Series 21.5"" IPS LED Monitor - Black &amp; silver https://t.co/Kmj8JjzbRy",1
"607","Fashion Women Summer Loose Top Short Sleeve Blouse Ladies Casual Tops T-Shirt  // https://t.co/2Zq5OxIpLR https://t.co/mNMMlvyxh3",1
"608","eBay: 2002 RENAULT SCENIC RX4 1.9dCi 105 PRIVILEGE MONACO SPARES OR REPAIR https://t.co/eRRPYNDOZV #carparts… https://t.co/jUU6JVkkGJ",2
"615","Always Free Shipping At Foster Web Store ! #DVDs #Movies 
https://t.co/2Sz7ZweV2U on #eBay https://t.co/IgBOCGH0ID",1
"617","NEW! NEON Nintendo Switch 32 GB -  Console * Ready To Ship Same Day Fast https://t.co/yKGMH0zbzU #nintendo #switch… https://t.co/F8HeImwcgi",2
"619","L #Collectibles #Buzz Milwaukee #Brewers Women's SnapBack Hat Retro Glove SO Cute!! #Bestseller #eBay…… https://t.co/I5CjRJPxUy",1
"623","# Ralph Lauren Chaps Plus Size XL Purple Floral Cap Sleeve Casual Poly Spandex Top https://t.co/2vuTqy2B1O https://t.co/0JWmxv31e8",1
"632","Stunning 30"" long ROSE GOLD tone &amp; ab crystal - diamante pendant chain necklace https://t.co/KaNqjsZnLf #eshopsUK https://t.co/8aSCpHKDTA",2
"634","<U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>#NASCAR #Motorsport #JimmieJohnson #48 LOWE'S DARLINGTON THROWBACK TEE SHIRT NEW W/TAG 2XL FREE #Deals #Bargains…… https://t.co/vTZDxNj9JB",1
"642","#Good #Nike Air Jordan V 5 #Retro OG Black Metallic Silver 845035 003 DS Men Size 7 NEW #Shoes #Share https://t.co/uWWDBmSrxf",1
"644","RT @Pete_Rumney: I loved painting the light reflections into this one https://t.co/2IicSxp7Qt #painting #reflections #rt https://t.co/aMKGl…",1
"646","<U+2764>#Buzz #Entertainment #KristenStewart 8x10 #Photo. Color Picture #1450 8 x 10. Free Shipping! #Forsale #onsale…… https://t.co/YoQgMPjBRp",1
"650","eBay: teddy bears Eden Hall https://t.co/Mrs6wuFMDr #teddybears #plush https://t.co/nDdZTJk6Dx",1
"651","<U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>#NinaDobrev Nina Dobrev // Candid, Sweet, Cute, Flirty // Collectible #Photo [8x10] 12 #Entertainment #Buzz https://t.co/2TDq70YG1o",1
"652","<U+2764><U+2764><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>#JulianneMoore Julianne Moore 8x10 #Photo. Color Picture #6898 8 x 10. Free Shipping! #Hollywood #Style…… https://t.co/95XmQTqbZd",1
"654","<U+2764><U+2764>#CelineDion #Music 1 CENT CD A New DayLive in Las Vegas [cd + dvd] - Celine Dion #Love #Deal…… https://t.co/PnCy6PlS56",1
"656","<ed><U+00A0><U+00BC><ed><U+00BF><U+0080><ed><U+00A0><U+00BC><ed><U+00BF><U+0080>#Sport #Reebok #Shaq Attaq Tin Grey/Black-Red-White Brick City M40173 #Men's SZ 8 #Best #Shoes…… https://t.co/l7aORWA3ki",1
"657","<U+2764>#Gossip BENNY &amp; JOON - DVD - 1993 QUIRKY ROMANTIC COMEDY - #JohnnyDepp #JustForToday #Buy https://t.co/fALJUdcEDL https://t.co/h08uXqaxYE",1
"663","Check out 2017 Bowman Chrome Scouts Top TREVOR CLIFTON Superfractor True 1/1! SSP Cubs  https://t.co/kra27TjqzZ @eBay",1
"665","<U+2665>• WOMAN WITHIN PLUS 4X NEW BROWN OPEN WORK MESH HEM LONG SLEEVE TUNIC SW... Act now https://t.co/4VqYPYJS8i https://t.co/Fx6q6zc59e",1
"672","2006 Nike Air Jordan 1 Retro High BLACK TOE Old Love Pack Size 11 Authentic RARE https://t.co/xmr4rLvFx4",2
"674","Nike Air Max 90 Ultra 2.0 Flyknit SZ 10.5 White Wolf Bright Crimson 875943-100 https://t.co/7Loo0JuHb6",1
"680","Check out what I found<ed><U+00A0><U+00BD><ed><U+00B1><U+0089><U+2764><U+FE0F>Summer of Love Special<U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B1><U+0089> RetroMatica <ed><U+00A0><U+00BD><ed><U+00B1><U+0088>1960s 2-Tier Occasional Table https://t.co/X0lUDuhvhd via @eBay_UK",1
"685","Nike Air Jordan 7 VII Retro Black Gold GMP Golden Moments Size 13. 535357-935 https://t.co/d2fv012mpx",2
"686","Love of a Family Shadow Box 
$40
https://t.co/Cr2wRiPcZZ
Get the app from the Play Store
https://t.co/MTQ336X5Md",1
"690","<U+266F>8 18"" Disney Store Tigger Plush Baby Animal Ivory Yellow Gold Bow Buy now! https://t.co/TuElxqnZPW https://t.co/bxRD3ATVG5",2
"692","RT @Scentelicious2: 1 Wax Lyrical SWEET PEA Royal Horticultural Society Scented Plaque Pendant https://t.co/9K4EAI4zyL via @eBay_UK",2
"693","Nike Kobe 11 XI Elite Low 4KB Red Horse Size 10. 824463-606 Jordan FTB Prelude https://t.co/plUSSn4OTO",1
"695","Nike Kobe 11 XI Elite Low 4KB Red Horse Size 13.5. 824463-606 Jordan FTB Prelude https://t.co/cDPZv9c6h5",1
"698","Nike Kobe 11 XI Elite Low 4KB Red Horse Size 11. 824463-606 Jordan FTB Prelude https://t.co/9eoQxant49",1
"700","<U+2664>„ WOMAN WITHIN PLUS 4X 34/36 NEW DENIM BLUE CREW NECK COTTON SLEEVELESS... Act fast! https://t.co/FDVRm5euSI https://t.co/Z9GI0wYkuF",1
"701","New Supreme X Nike Air More Uptempo ""Suptempo"" Red Size 11 *DEADSTOCK* https://t.co/R9L3yrU19O",1
"702","Nike Kobe 11 XI Elite Low 4KB Red Horse Size 13. 824463-606 Jordan FTB Prelude https://t.co/W4vT8Vz6iY",1
"704","Nike Kobe 11 XI Elite Low AS All Star Size 12. 822521-305 jordan FTB prelude https://t.co/SaNN1U1NBI",1
"705","RT @ClarasJewelry: Imitation Pearls &amp; Goldtone Metal Chains Layered Dangle Bib Necklace  Best Offer
#glam #diva #fashionista #jewelry 
http…",1
"710","# NEW POLO Ralph Lauren Womens Classic Fit Dress Shirt Size 4 RED https://t.co/WskXNs377G https://t.co/mygQNVBCmY",1
"711","(#3) Microsoft Xbox 360 Game Console Bundle 250GB HDD w/ Lot of 4 Games- Works https://t.co/LRsyjWYDN9 https://t.co/FM0neMDc4S",1
"713","# Denim &amp; Supply Ralph Lauren XS woven brown floral print crinkle blouse top, NWT https://t.co/zhQDzM6OGo https://t.co/9bxIekiiCA",1
"716","authentic So Kate cork christian louboutin 
- Bid on this now on eBay &gt; https://t.co/qFWZgVpvOl https://t.co/QOdYq2dK8P",1
"723","https://t.co/onEBXFii3a 2006 Nike Air Jordan 1 Retro High BLACK TOE Old Love Pack Size 11 Authentic RARE",2
"726","https://t.co/NIKtJkKpcf Nike Air Max 90 Ultra 2.0 Flyknit SZ 10.5 White Wolf Bright Crimson 875943-100",1
"738","Grand Theft Auto IV &amp; Episodes Of Liberty City Xbox One &amp; 360 https://t.co/P1M95B331a https://t.co/pQX15hzCZg",2
"742","Horizon Zero Dawn ps4 https://t.co/alHFoubmd7 https://t.co/F0u0S8JBwg",1
"748","https://t.co/rx2DWoNETz Nike Air Jordan 7 VII Retro Black Gold GMP Golden Moments Size 13. 535357-935",2
"749","Grand Theft Auto V (Microsoft Xbox One, 2014) https://t.co/m70P5JYGO2",1
"754","Check out Kitty Paws Shoes Women's Custom 6-inch Elegant Heel w/a Clear Top https://t.co/idmvlUrT9d @eBay",3
"755","Louis Vuitton Monogram Speedy 30 M41526 Women's Handbag Monogra 800000058295000j 
- Bid on this now on eBay &gt;… https://t.co/hFfvPZG9r2",1
"759","https://t.co/Mb27qkRlTC Nike Kobe 11 XI Elite Low 4KB Red Horse Size 10. 824463-606 Jordan FTB Prelude",1
"760","Totally United Unofficial UNITED Hats  Caps on eBay

https://t.co/sL6E9iQv3s

RT's Appreciated and Welcomed

GGMU! https://t.co/S9o6rhQ29l",1
"761","https://t.co/L0okS7NrAB Nike Kobe 11 XI Elite Low 4KB Red Horse Size 13.5. 824463-606 Jordan FTB Prelude",1
"766","https://t.co/Z2jyauQ1PA Nike Kobe 11 XI Elite Low 4KB Red Horse Size 11. 824463-606 Jordan FTB Prelude",1
"769","Check out Kitty Paws Shoes Women's Custom 6-inch Elegant Heel w/a Clear Top https://t.co/hxm7lKGb2G @eBay",3
"770","RT @meme_circuit: Get the latest #amiibo cards from mr amiibo https://t.co/KcOG70fqrd #perfect for #zelda #ZeldaBreathoftheWild #zelda #gam…",1
"772","""No man can become great in outward personality until he is great internally"" - Wallace D. Wattles - https://t.co/zdzdFSCjpt",2
"775","Nike Kobe 11 XI Elite Low 4KB Red Horse Size 10. 824463-606 Jordan FTB Prelude https://t.co/cja4HieSgq",1
"776","Nike Kobe 11 XI Elite Low 4KB Red Horse Size 13.5. 824463-606 Jordan FTB Prelude https://t.co/BVyS5xRX9w",1
"780","Nike Kobe 11 XI Elite Low 4KB Red Horse Size 11. 824463-606 Jordan FTB Prelude https://t.co/pX7avwMgtl",1
"788","<U+2764>ø CURATIONS ONE SIZE NEW PURPLE SHEER CHIFFON V-NECK DRAPE SHORT SLEEVE... Best Ever https://t.co/2CnAZiD6BU https://t.co/J3QXtRFqaq",1
"799","Scotty Cameron Futura X Putter 34 Excellent 2 Grips https://t.co/pL3hYRs3kC #golf https://t.co/ScxXcHSh5z",1
"801","¦<U+273F> Vintage D&amp;E JULIANA Rhinestone Brooch Earrings Demi-Parure Gunmetal CO... Great value https://t.co/haVwHADcDi https://t.co/uBa65meGND",1
"803","New nes nintendo classic mini system console retro edition 30 games https://t.co/FAoITYUrEs #nintendo #gaming

$225… https://t.co/CGpq878Mlz",1
"806","<U+266E><U+25CA> WOMAN WITHIN PLUS 3X GRAY TEXTURED SATIN V-NECK LINED BIB 3/4 SLEEVE T... Act fast! https://t.co/aWQvneaKro https://t.co/dOtd0IgTsF",1
"811","Love this <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> Fireside Iron Poker Open Fire Hook Compani... https://t.co/24ba0448xQ #fashion #ebay https://t.co/uAtNVx3peJ",1
"819","eBay: 2015 64 TOMOS 50 A3 CLASSIC XL https://t.co/dwMwT1Sm9e #motorcycles #biker https://t.co/GPVu1N1Sj7",1
"824","2013 Tesla Model S GREEN Tech, Panorama Roof Tesla Model S 60 RARE GREEN Excellent Condition Black Leather/Finish … https://t.co/9kd7kCAikC",1
"825","#style #fashion Ladies Cut Out Back Evening Top Backless T...: Ladies Cut Out Back Evening Top…… https://t.co/SboSUu8JgG",1
"826","#Best #Shoes UNDER ARMOUR UA STEPHEN #Curry 1 PE SPLASH PARTY 1286288-100 WHITE/SILVER 10 https://t.co/4smR5Oejsn… https://t.co/GxCcvJA6Xg",1
"841","¤<U+273D> Marvel Comics X-Men Phoenix Saga ""Phoenix"" Action Figure MINT NOC O325 Top Seller https://t.co/X27ERltc5p https://t.co/2W8BV44xH4",2
"843","Love this <ed><U+00A0><U+00BD><ed><U+00B1><U+0089> Aladdin Magic Genie Light Wishing Lamp Oil...: Aladdin Magic Genie Light Wishing Lamp Oil…… https://t.co/4Zf2A5hsHy",3
"847","Check out what I found. DRIFTWOOD/RECLAIMED WOOD CHELSEA WALL BOTTLE OPENER /PERSONALISED FREE https://t.co/11VZBH5k9X via @eBay_UK",1
"848","eBay: Apple iPhone 7 - 32GB - Gold (Unlocked) Smartphone https://t.co/8TvLlEMUH3 #apple #iphone #ios https://t.co/NuqpphOUeU",1
"853","eBay: DONNEY BOURKE GORGEOUS BAG - perfect https://t.co/xzVCUiv26o #handbags #bags #bag https://t.co/niOwoGCehZ",2
"854","eBay: Apple iPhone 7 - 128GB - Black (AT&amp;T) Smartphone FAIR AS IS! https://t.co/Uhm2ufTCXW #apple #iphone #ios https://t.co/qftpchlAX4",1
"856","Renaissance Black Jacquard Corset Tight Lacing up Underbust Waist Cincher SZ 36  via https://t.co/vwCrJhga53 https://t.co/RoPugOFnhO",1
"858","Furby Connect Purple Brand New Free Shipping $44.99 via eBay https://t.co/b7lCHh0WqV https://t.co/Mcy3ZDPPUz",1
"860","Dragon Ball New on Ebay UK: S.H. Figuarts Tamashii Dragonball Z Perfect Cell Premium Color Edition Brand New… https://t.co/cyQGRyYRkP",1
"861","Dragon Ball New on Ebay UK: SH Figuarts Dragon Ball - Super Saiyan Vegeta - Edition Premium Color… https://t.co/2cJD73dV5e",1
"863","Dragon Ball New on Ebay UK: Gohan Super Saiyan Dragonball Z Figure Rare Scultures https://t.co/PDDPL7e4pE https://t.co/oLzyXFp5gF",1
"865","RT @Ken_Go_101: For sale: 1989 Land Rover Defender Beachcomber https://t.co/5vpdN315I3 #USA #us #newyork #Washington #LasVegas #Chicago #Mi…",1
"867","<U+2666>¦ Vintage Lowes Casino Set ~ Horses ~ Backgammon ~ Chess ~ Power ~ Dice Top Seller https://t.co/VMmeeEQdvg https://t.co/CwG8Et1kFg",1
"868","<U+275D><U+273E> 18Pcs Foundation Powder Blush Eye Shadow Makeup Brushes Beauty Set  St... Best Deal! https://t.co/ZcvCPLvHXE https://t.co/gDlO2l531O",2
"871","@McGarnical Not sure, I bought a pre-owned copy of Q4 years ago for like $10 posted on eBay.",1
"873","Check out SUPER DRAGON BALL HEROES 2 GOKU SUPER Rare SR SH2-35 SDBH2 CARD Bandai  https://t.co/1oYJnWAFTX ##ebay",2
"876","#Save 15% | $50 Chili's Gift Card For Only $42.50! - FREE Mail Delivery https://t.co/4MtuYiReEA https://t.co/aPgCBRV5xZ",1
"877","#Save 79% | Premium Ultra Soft Down Alternative Comforter by ienjoy Hom https://t.co/PF5FnzP0zZ https://t.co/ypUWjbYjRw",1
"878","RT @davpase: Look at this on eBay https://t.co/xE7ZS39HXU So don't forget mother's day. Free shipping. Check us out pls.  Thanks",1
"880","Guardians Of The Galaxy BLU-RAY Marvel Movie 2014 bluray BRAND NEW https://t.co/3WhxFuDd4O",1
"885","A Good Family Shadow Box 
$25
https://t.co/bsbmRxuBgX
Get the app from the Play Store
https://t.co/MTQ336X5Md",1
"888","# 1940 Great Northern Railway-24 Art Prints Of The Blackfeet Indian Tribe! https://t.co/x4kgDOaVoC https://t.co/RNeso8GO0F",1
"889","https://t.co/9AThdUuR4K New Supreme X Nike Air More Uptempo ""Suptempo"" Red Size 11 *DEADSTOCK*",1
"890","New on Ebay for United Kingdom UK Original 1998 South Park - Cloned Stan 5.5"" Plush Toy with Tags… https://t.co/GEtlgQGDES",1
"894","https://t.co/5ZI6IhDUxs Nike Kobe 11 XI Elite Low 4KB Red Horse Size 13. 824463-606 Jordan FTB Prelude",1
"896","https://t.co/vebIqq09KK Nike Kobe 11 XI Elite Low AS All Star Size 12. 822521-305 jordan FTB prelude",1
"900","RT @thriftyfifty6: Great Gift Ideas for Mom! https://t.co/Sq5MpQyorJ #Vintage #Antique #Estate #Collectibles https://t.co/WQTqZetqwk",1
"901","https://t.co/eVzAPbLRhZ Nike Kobe 11 XI Elite Low AS All Star Size 11.5. 822521-305 jordan FTB prelude",1
"902","New on eBay! FIFA 16 PS4 (Sony PlayStation 4, 2015) Excellent Condition ** FREE UK POST ** https://t.co/awTjWhjqCf https://t.co/0yE1zrse82",2
"903","https://t.co/btAdfjZeFa Nike Kobe 11 XI Elite Low AS All Star Size 10.5. 822521-305 jordan FTB prelude",1
"905","# Nikon D4S DSLR Authentic Camera (Body Only) USA with Multi languages https://t.co/XPkFs1K5iI https://t.co/dFuLpTCP68",1
"906","https://t.co/LJew1m1lFb Nike Kobe 11 XI Elite Low AS All Star Size 9.5. 822521-305 jordan FTB prelude",1
"908","https://t.co/gxsev8BbR5 Nike Kobe 11 XI Elite Low AS All Star Size 10. 822521-305 jordan FTB prelude",1
"911","https://t.co/Tt93P847ha Nike Kobe 11 XI Elite Low AS All Star Size 9. 822521-305 jordan FTB prelude",1
"921","RT @AuctionPorn: https://t.co/qQVUX86KoR Zanac (Nintendo, NES 1987) Tested! FREE SHIPPING RARE! https://t.co/ErmvLBQ9F4 #retrogaming https:…",1
"924","I liked a @YouTube video https://t.co/d5xYLitHBU kid spends $7500 on dad's credit card in eBay for an Xbox! MUST WATCH!!!",1
"927","https://t.co/LsunOAlxmV 'BRAND NEW'ADIDAS ULTRA BOOST TRIPLE BLACK BA8920 US7 1/2-UK7-EU40 2/3",1
"928","https://t.co/eWpAZTuRtl 'BRAND NEW'ADIDAS ULTRA BOOST TRIPLE BLACK BA8920 US10 1/2-UK10-EU44 2/3",1
"929","https://t.co/xkROiVxtdS 'BRAND NEW'ADIDAS ULTRA BOOST TRIPLE BLACK BA8920 US11-UK10 1/2-EU45 1/3",1
"938","HTML5 Mastery—Build Superior Websites &amp; Mobile Apps NEW 2017
<U+261E> https://t.co/pVEtp0HbvK
#home #business #amazon #ebay https://t.co/fUpEYGySOj",1
"940","Check out #Drone Pilot (Cool Careers) #CoolCareers via @eBay https://t.co/bnRWNqsY80",1
"944","<U+25D4><U+2767> Nike Jordan Trainer 1 Mid,  Basketball Trainers 554724 032 Sneakers UK... Best Prices https://t.co/b6VT2VB1Y8 https://t.co/z7HpSaqBIs",1
"947","https://t.co/iBa3Yfnu2b #shoes New Supreme X Nike Air More Uptempo ""Suptempo"" Red Size 11 *DEADSTOCK*",1
"950","https://t.co/o5cxJ3OiNw #shoes Nike Kobe 11 XI Elite Low 4KB Red Horse Size 13. 824463-606 Jordan FTB Prelude",1
"951","https://t.co/L8jpl88k1E #shoes Nike Kobe 11 XI Elite Low AS All Star Size 12. 822521-305 jordan FTB prelude",1
"956","https://t.co/5XgjrJeS5L #shoes Nike Kobe 11 XI Elite Low AS All Star Size 11.5. 822521-305 jordan FTB prelude",1
"957","https://t.co/a8iXyjlO5v #shoes Nike Kobe 11 XI Elite Low AS All Star Size 10.5. 822521-305 jordan FTB prelude",1
"958","https://t.co/VHxifdebuR #shoes Nike Kobe 11 XI Elite Low AS All Star Size 11. 822521-305 jordan FTB prelude",1
"959","https://t.co/jtKH2kZ9ij #shoes Nike Kobe 11 XI Elite Low AS All Star Size 9.5. 822521-305 jordan FTB prelude",1
"960","# Fitbit Flex 2 Smart Fitness Activity Tracker (Lavender) 5.75"" to 8"" Wrist Band https://t.co/zZlncyDJX4 https://t.co/Prw9x1JLez",1
"961","https://t.co/pU2ikKaWsq #shoes Nike Kobe 11 XI Elite Low AS All Star Size 10. 822521-305 jordan FTB prelude",1
"963","https://t.co/HOxqPAWXG7 #shoes Nike Kobe 11 XI Elite Low AS All Star Size 9. 822521-305 jordan FTB prelude",1
"964","# bath &amp; body works italian citrus sun fine fragrance mist 8oz 236mL Brand New https://t.co/DyalqNuDbf https://t.co/ZULDC222JQ",1
"969","E.L.F. Essential Lipstick #7709 Captivating NEW bnip cruelty free #ELF https://t.co/gcFqu3A3FH via @eBay #lipstick #makeup #beauty",2
"970","https://t.co/qLWMwgmOyC #shoes 'BRAND NEW'ADIDAS ULTRA BOOST TRIPLE BLACK BA8920 US7 1/2-UK7-EU40 2/3",1
"971","# LOT OF 2- BATH &amp; BODY WORKS KAUAI (LEI FLOWER) EAU DE TOILETTE 1 FL. OZ https://t.co/CPmdP0DkhT https://t.co/vkCTck2Fa8",1
"972","https://t.co/7UtzjcaNzc #shoes 'BRAND NEW'ADIDAS ULTRA BOOST TRIPLE BLACK BA8920 US10 1/2-UK10-EU44 2/3",1
"973","https://t.co/jQBM6RiIdf #shoes 'BRAND NEW'ADIDAS ULTRA BOOST TRIPLE BLACK BA8920 US11-UK10 1/2-EU45 1/3",1
"975","Period Style Tall Solid Oak Bookcase / Bookshelves #PeriodStyle #SolidOak #Bookcase #Bookshelves… https://t.co/9lTib13LOn",1
"977","# Bath and Body Works Signature Collection Fragrance edt 2.5 fl oz - Your Choice https://t.co/nwAUuB5Kez https://t.co/zAAUYORomu",1
"985","RT @LornajaneCosign: 1987 Popples 63 Pc Puzzle Golden 4712 Extra Large Those Characters Cleveland  https://t.co/NxAlSkmdgK via @eBay",1
"987","https://t.co/qQVUX86KoR Nintendo NES Classic Bundle with 30 games + Extention Cable + SHIPS SAME DAY!… https://t.co/fiI9dOaA2S",1
"991","<U+25D5>8 Massive Vintage TRIFARI Egyptian Revival Enamel Scarab Pendant Necklac... Act fast! https://t.co/yAoRIM8lVS https://t.co/QNHubuNTf2",2
"999","#eBaySNKRDeals New Men's Nike Kobe 11 Elite Low Easter Size11.5 (822675-078) https://t.co/BaAzY4tfyk",1
